cx,cy,trees,placements,treeBases,landMin,landMax,relief,maxTreeExtent
-4,-24,15,15,4,728.0,1688.0,960.0,568.8
-4,-23,17,29,4,728.0,1480.0,752.0,568.8
-4,-22,18,18,4,728.0,1648.0,920.0,658.7
-4,-21,13,22,3,1032.0,1960.0,928.0,568.8
-4,-19,29,144,9,1112.0,1888.0,776.0,781.0
-4,-18,55,55,15,1160.0,1992.0,832.0,915.9
-4,-17,31,77,12,1248.0,1984.0,736.0,915.9
-4,-16,22,203,5,1320.0,1808.0,488.0,915.9
-4,-15,16,238,3,856.0,1960.0,1104.0,915.9
-4,-14,20,50,5,1040.0,2312.0,1272.0,915.9
-4,-13,13,18,4,2176.0,2384.0,208.0,915.9
-4,-12,63,63,13,2184.0,2664.0,480.0,1326.5
-4,-11,60,60,12,1864.0,2888.0,1024.0,1007.8
-4,-10,2,87,2,1512.0,2256.0,744.0,915.9
-4,-9,2,283,2,1288.0,1808.0,520.0,1101.2
-4,-8,2,242,2,1248.0,1472.0,224.0,835.0
-4,-1,3,357,3,-304.0,1024.0,1328.0,1326.5
-3,0,10,284,7,592.0,1216.0,624.0,915.9
-3,1,3,213,1,1104.0,1568.0,464.0,915.9
-3,2,1,285,1,1376.0,1696.0,320.0,835.0
-3,3,10,179,3,1208.0,1696.0,488.0,915.9
-3,4,9,117,3,952.0,1408.0,456.0,915.9
-3,5,34,99,6,760.0,1368.0,608.0,915.9
-3,6,22,27,12,704.0,1352.0,648.0,1326.5
-3,7,21,21,7,200.0,1112.0,912.0,915.9
-3,8,27,34,9,200.0,1024.0,824.0,915.9
-3,9,15,28,7,280.0,1016.0,736.0,915.9
-3,10,13,14,6,168.0,960.0,792.0,1101.2
-3,11,18,18,6,136.0,1152.0,1016.0,915.9
-3,12,33,33,11,776.0,1456.0,680.0,1101.2
-3,13,37,38,12,1120.0,1928.0,808.0,915.9
-3,14,31,32,11,1544.0,2448.0,904.0,1183.3
-3,15,15,30,9,2056.0,2960.0,904.0,1183.3
-3,16,12,17,9,2392.0,3480.0,1088.0,1326.5
-3,17,14,15,8,2448.0,3656.0,1208.0,915.9
-3,18,16,18,12,3368.0,4088.0,720.0,1183.3
-3,19,10,15,5,3576.0,4176.0,600.0,835.0
-3,20,4,7,4,3832.0,4232.0,400.0,781.0
-3,21,18,34,10,3856.0,4296.0,440.0,915.9
-3,22,12,14,7,3792.0,4648.0,856.0,915.9
-3,23,23,26,8,3440.0,4488.0,1048.0,915.9
-3,24,19,39,7,3504.0,4440.0,936.0,915.9
-3,25,6,8,5,3832.0,4640.0,808.0,915.9
-3,26,18,20,7,2536.0,4640.0,2104.0,915.9
-3,27,10,13,5,2088.0,3496.0,1408.0,915.9
-3,28,34,34,11,2152.0,3216.0,1064.0,915.9
-3,29,22,22,10,1920.0,2648.0,728.0,915.9
-3,30,16,16,9,1952.0,2104.0,152.0,915.9
-3,31,22,22,10,2000.0,2192.0,192.0,915.9
-3,32,15,15,10,2112.0,2576.0,464.0,915.9
-3,33,4,4,3,2304.0,3776.0,1472.0,915.9
-3,34,5,5,2,2840.0,5912.0,3072.0,915.9
-3,35,24,24,10,4792.0,6184.0,1392.0,915.9
-3,-42,2,2,1,4672.0,6208.0,1536.0,835.0
-3,-41,14,14,7,5384.0,6416.0,1032.0,835.0
-3,-40,9,9,6,4640.0,6280.0,1640.0,835.0
-3,-39,8,8,7,3352.0,5528.0,2176.0,915.9
-3,-38,3,3,3,2056.0,4496.0,2440.0,781.0
-3,-36,5,5,4,304.0,3144.0,2840.0,915.9
-3,-35,7,7,4,1560.0,3848.0,2288.0,915.9
-3,-34,16,16,6,448.0,2824.0,2376.0,915.9
-3,-33,3,3,3,168.0,2104.0,1936.0,1101.2
-3,-32,4,4,3,-296.0,1568.0,1864.0,568.8
-3,-31,7,7,3,328.0,1552.0,1224.0,658.7
-3,-30,14,14,9,944.0,1624.0,680.0,1101.2
-3,-29,16,16,8,1248.0,1608.0,360.0,1007.8
-3,-28,10,10,6,1224.0,1752.0,528.0,915.9
-3,-27,19,19,9,1040.0,1864.0,824.0,781.0
-3,-26,21,21,8,984.0,1680.0,696.0,781.0
-3,-25,14,15,4,768.0,1272.0,504.0,658.7
-3,-24,22,22,6,712.0,968.0,256.0,915.9
-3,-23,9,18,3,752.0,864.0,112.0,915.9
-3,-22,16,19,5,736.0,1032.0,296.0,658.7
-3,-21,18,20,6,400.0,1624.0,1224.0,658.7
-3,-20,19,34,8,560.0,1680.0,1120.0,781.0
-3,-19,15,34,5,856.0,1264.0,408.0,658.7
-3,-18,32,32,13,840.0,1408.0,568.0,781.0
-3,-17,29,76,14,1096.0,1416.0,320.0,915.9
-3,-16,8,170,3,1104.0,1416.0,312.0,915.9
-3,-15,7,238,6,528.0,1464.0,936.0,835.0
-3,-14,26,77,9,960.0,2280.0,1320.0,1101.2
-3,-13,52,68,6,1832.0,2280.0,448.0,1101.2
-3,-12,40,40,10,2016.0,2616.0,600.0,1183.3
-3,-11,35,35,6,1664.0,2448.0,784.0,1101.2
-3,-10,8,17,3,1480.0,1960.0,480.0,915.9
-3,-5,3,149,2,720.0,1344.0,624.0,915.9
-3,-2,1,60,1,-232.0,864.0,1096.0,915.9
-3,-1,18,367,6,520.0,856.0,336.0,915.9
-2,0,5,281,3,608.0,1112.0,504.0,835.0
-2,1,5,302,2,912.0,1440.0,528.0,915.9
-2,2,8,277,2,976.0,1624.0,648.0,915.9
-2,3,36,177,5,864.0,1440.0,576.0,915.9
-2,4,29,75,7,768.0,1232.0,464.0,1326.5
-2,5,11,146,5,688.0,960.0,272.0,1326.5
-2,6,12,47,4,560.0,920.0,360.0,1007.8
-2,7,19,19,7,240.0,728.0,488.0,1101.2
-2,8,15,23,6,280.0,960.0,680.0,1101.2
-2,9,35,36,9,416.0,952.0,536.0,1326.5
-2,10,23,23,8,624.0,1176.0,552.0,915.9
-2,11,14,93,5,944.0,1312.0,368.0,1326.5
-2,12,19,21,10,1128.0,1752.0,624.0,915.9
-2,13,9,11,6,1456.0,2256.0,800.0,1326.5
-2,14,25,29,6,1840.0,2416.0,576.0,915.9
-2,15,19,20,9,2160.0,3216.0,1056.0,1101.2
-2,16,14,15,9,2544.0,3664.0,1120.0,1101.2
-2,17,11,12,8,3096.0,3688.0,592.0,1101.2
-2,18,2,13,2,2656.0,3952.0,1296.0,560.2
-2,19,3,11,3,2656.0,3984.0,1328.0,915.9
-2,20,22,23,11,3320.0,4176.0,856.0,915.9
-2,21,15,17,9,3280.0,4224.0,944.0,915.9
-2,22,10,11,7,2952.0,4136.0,1184.0,915.9
-2,23,26,37,10,2800.0,3936.0,1136.0,915.9
-2,24,31,32,11,2848.0,4464.0,1616.0,915.9
-2,25,12,15,7,3136.0,4528.0,1392.0,915.9
-2,26,13,15,8,2472.0,4272.0,1800.0,915.9
-2,27,16,17,6,2112.0,3112.0,1000.0,915.9
-2,28,48,49,13,2288.0,3200.0,912.0,915.9
-2,29,18,18,9,1848.0,2616.0,768.0,915.9
-2,30,21,21,9,1816.0,2048.0,232.0,915.9
-2,31,23,23,11,1944.0,2344.0,400.0,915.9
-2,32,20,20,8,2128.0,3112.0,984.0,915.9
-2,33,8,8,6,2576.0,5312.0,2736.0,915.9
-2,34,4,4,4,3776.0,7240.0,3464.0,915.9
-2,35,30,30,13,5768.0,7312.0,1544.0,915.9
-2,-43,1,1,1,3088.0,4672.0,1584.0,1007.8
-2,-42,8,8,8,4008.0,5384.0,1376.0,835.0
-2,-41,16,16,7,4752.0,5920.0,1168.0,915.9
-2,-40,9,9,5,4784.0,5920.0,1136.0,915.9
-2,-39,7,7,6,4176.0,5696.0,1520.0,915.9
-2,-38,6,7,4,2032.0,4448.0,2416.0,915.9
-2,-37,3,3,3,184.0,3080.0,2896.0,636.3
-2,-34,6,6,3,496.0,2168.0,1672.0,915.9
-2,-33,4,4,4,472.0,1976.0,1504.0,915.9
-2,-32,9,9,7,480.0,1960.0,1480.0,915.9
-2,-31,8,8,5,1032.0,1960.0,928.0,915.9
-2,-30,12,12,7,1200.0,1656.0,456.0,915.9
-2,-29,6,6,6,1184.0,1696.0,512.0,1007.8
-2,-28,8,8,4,936.0,1736.0,800.0,568.8
-2,-27,19,19,8,768.0,1336.0,568.0,658.7
-2,-26,14,14,8,744.0,1176.0,432.0,658.7
-2,-25,10,10,4,760.0,1128.0,368.0,658.7
-2,-24,18,18,5,768.0,848.0,80.0,658.7
-2,-23,17,22,5,768.0,880.0,112.0,658.7
-2,-22,22,22,6,384.0,840.0,456.0,915.9
-2,-21,21,21,5,368.0,808.0,440.0,658.7
-2,-20,19,19,5,400.0,904.0,504.0,658.7
-2,-19,21,21,5,472.0,904.0,432.0,658.7
-2,-18,23,26,13,584.0,1096.0,512.0,1101.2
-2,-17,39,49,11,664.0,1296.0,632.0,915.9
-2,-16,1,349,1,1088.0,1336.0,248.0,915.9
-2,-15,14,360,9,1096.0,1392.0,296.0,915.9
-2,-14,40,78,12,1280.0,2120.0,840.0,1007.8
-2,-13,33,33,11,1864.0,2592.0,728.0,1101.2
-2,-12,41,41,11,2008.0,2648.0,640.0,1101.2
-2,-11,39,39,8,1784.0,2360.0,576.0,915.9
-2,-10,8,114,3,1544.0,1928.0,384.0,915.9
-2,-9,3,180,2,832.0,1568.0,736.0,1326.5
-2,-8,4,266,2,912.0,1832.0,920.0,1101.2
-2,-7,1,209,1,1264.0,1912.0,648.0,581.9
-2,-4,1,213,1,-32.0,1320.0,1352.0,712.9
-2,-2,2,13,1,-496.0,632.0,1128.0,560.2
-2,-1,12,159,6,456.0,696.0,240.0,1326.5
-1,0,3,539,1,480.0,1024.0,544.0,915.9
-1,1,2,143,1,392.0,1360.0,968.0,915.9
-1,2,16,249,8,416.0,1352.0,936.0,915.9
-1,3,16,60,9,640.0,1104.0,464.0,1326.5
-1,4,28,98,8,640.0,944.0,304.0,1326.5
-1,5,31,32,5,688.0,968.0,280.0,915.9
-1,6,23,24,8,608.0,960.0,352.0,1007.8
-1,7,10,15,7,-80.0,768.0,848.0,1007.8
-1,8,8,17,7,32.0,792.0,760.0,915.9
-1,9,21,21,13,416.0,1008.0,592.0,1326.5
-1,10,23,25,11,808.0,1200.0,392.0,1326.5
-1,11,29,36,14,1064.0,1568.0,504.0,1007.8
-1,12,11,12,8,1304.0,1744.0,440.0,1101.2
-1,13,20,22,8,1360.0,2176.0,816.0,1101.2
-1,14,14,16,6,1664.0,2632.0,968.0,1101.2
-1,15,15,17,10,2088.0,3216.0,1128.0,1101.2
-1,16,7,8,3,2440.0,3656.0,1216.0,1101.2
-1,17,9,12,5,2680.0,4000.0,1320.0,1101.2
-1,18,20,25,7,2616.0,3728.0,1112.0,915.9
-1,19,18,21,5,2296.0,3376.0,1080.0,915.9
-1,20,36,37,10,2224.0,3848.0,1624.0,915.9
-1,21,22,24,11,2224.0,3832.0,1608.0,915.9
-1,22,9,11,8,1352.0,3392.0,2040.0,915.9
-1,23,22,26,8,1272.0,3528.0,2256.0,915.9
-1,24,28,30,9,1472.0,3592.0,2120.0,915.9
-1,25,17,18,7,2264.0,3920.0,1656.0,915.9
-1,26,22,25,6,2496.0,3888.0,1392.0,915.9
-1,27,18,18,8,2144.0,3152.0,1008.0,915.9
-1,28,45,45,12,2080.0,3096.0,1016.0,915.9
-1,29,21,21,8,1792.0,2368.0,576.0,915.9
-1,30,31,31,12,1768.0,1968.0,200.0,915.9
-1,31,2,2,2,1896.0,2360.0,464.0,566.2
-1,32,9,9,7,2184.0,3936.0,1752.0,915.9
-1,33,8,8,6,3112.0,5936.0,2824.0,915.9
-1,34,10,11,7,5104.0,7704.0,2600.0,915.9
-1,35,18,18,10,6792.0,8488.0,1696.0,915.9
-1,-42,7,7,3,3608.0,4816.0,1208.0,1101.2
-1,-41,4,4,2,4240.0,5128.0,888.0,915.9
-1,-40,9,9,5,4680.0,5168.0,488.0,915.9
-1,-39,17,17,8,4344.0,5176.0,832.0,1101.2
-1,-38,10,11,8,2768.0,4792.0,2024.0,915.9
-1,-37,9,9,6,1144.0,3248.0,2104.0,1007.8
-1,-35,4,5,4,912.0,3096.0,2184.0,1101.2
-1,-34,10,10,7,1864.0,3072.0,1208.0,1101.2
-1,-33,7,7,6,640.0,2104.0,1464.0,915.9
-1,-32,8,8,4,1600.0,2496.0,896.0,1007.8
-1,-31,17,17,6,1632.0,2384.0,752.0,1007.8
-1,-30,4,4,3,1320.0,2000.0,680.0,835.0
-1,-29,10,10,4,944.0,1672.0,728.0,712.9
-1,-28,13,13,4,736.0,1192.0,456.0,658.7
-1,-27,9,9,4,768.0,1080.0,312.0,658.7
-1,-26,9,9,6,752.0,968.0,216.0,658.7
-1,-25,25,36,5,736.0,888.0,152.0,658.7
-1,-24,14,14,6,744.0,960.0,216.0,658.7
-1,-23,39,47,13,400.0,864.0,464.0,781.0
-1,-22,31,31,13,376.0,832.0,456.0,781.0
-1,-21,10,11,6,368.0,568.0,200.0,915.9
-1,-20,7,7,5,376.0,624.0,248.0,658.7
-1,-19,8,8,6,360.0,672.0,312.0,1326.5
-1,-18,1,1,1,392.0,728.0,336.0,1183.3
-1,-17,14,95,9,552.0,1144.0,592.0,915.9
-1,-16,7,202,6,616.0,1328.0,712.0,1101.2
-1,-15,18,54,8,816.0,1360.0,544.0,915.9
-1,-14,14,15,7,920.0,2168.0,1248.0,915.9
-1,-13,34,37,11,1880.0,2712.0,832.0,915.9
-1,-12,27,29,8,2024.0,2648.0,624.0,915.9
-1,-11,26,27,9,1848.0,2360.0,512.0,915.9
-1,-10,16,20,9,1528.0,2128.0,600.0,915.9
-1,-9,3,5,1,816.0,1816.0,1000.0,915.9
-1,-8,6,700,6,920.0,1656.0,736.0,781.0
-1,-7,6,241,5,968.0,1776.0,808.0,915.9
-1,-6,7,182,4,656.0,1488.0,832.0,915.9
-1,-5,4,199,2,1056.0,1424.0,368.0,712.9
-1,-4,2,311,2,432.0,1408.0,976.0,712.9
-1,-2,1,7,1,-584.0,488.0,1072.0,581.9
-1,-1,16,227,10,208.0,688.0,480.0,915.9
0,0,16,337,3,512.0,776.0,264.0,915.9
0,1,12,435,5,528.0,1040.0,512.0,915.9
0,3,8,247,3,344.0,976.0,632.0,915.9
0,4,14,66,6,672.0,872.0,200.0,1101.2
0,5,31,43,12,464.0,904.0,440.0,1183.3
0,6,20,31,11,208.0,776.0,568.0,1326.5
0,7,3,13,3,-104.0,744.0,848.0,915.9
0,8,2,11,2,-56.0,712.0,768.0,1101.2
0,9,20,25,13,-56.0,896.0,952.0,1101.2
0,10,33,33,8,520.0,1136.0,616.0,1101.2
0,11,27,28,15,552.0,1536.0,984.0,1326.5
0,12,23,25,13,624.0,1688.0,1064.0,1326.5
0,13,10,12,5,888.0,2168.0,1280.0,1101.2
0,14,14,17,7,1576.0,2760.0,1184.0,1326.5
0,15,30,32,10,1576.0,2568.0,992.0,1101.2
0,16,18,19,9,1512.0,2808.0,1296.0,1101.2
0,17,8,10,4,1416.0,3264.0,1848.0,1101.2
0,18,28,33,10,1704.0,2848.0,1144.0,1101.2
0,19,23,27,9,1640.0,2712.0,1072.0,915.9
0,20,27,42,10,1568.0,2664.0,1096.0,915.9
0,21,19,23,6,1160.0,2776.0,1616.0,915.9
0,22,8,10,6,264.0,2224.0,1960.0,915.9
0,23,3,30,2,-24.0,1640.0,1664.0,915.9
0,24,10,13,6,920.0,2264.0,1344.0,915.9
0,25,24,25,10,1872.0,3632.0,1760.0,915.9
0,26,20,23,10,2704.0,3904.0,1200.0,915.9
0,27,18,20,9,2192.0,3592.0,1400.0,915.9
0,28,44,44,13,2368.0,3632.0,1264.0,915.9
0,29,20,20,11,1840.0,3312.0,1472.0,915.9
0,30,18,18,11,1816.0,3120.0,1304.0,915.9
0,31,1,1,1,1928.0,3560.0,1632.0,645.1
0,-41,5,5,4,3792.0,5016.0,1224.0,1101.2
0,-40,8,8,7,4232.0,5192.0,960.0,1007.8
0,-39,7,7,5,2600.0,5208.0,2608.0,915.9
0,-38,9,9,6,1632.0,4344.0,2712.0,915.9
0,-37,8,8,7,1144.0,2768.0,1624.0,915.9
0,-35,5,5,3,1312.0,3096.0,1784.0,915.9
0,-34,9,9,8,1896.0,3208.0,1312.0,1007.8
0,-33,5,5,5,840.0,2192.0,1352.0,1101.2
0,-32,14,14,8,1720.0,2920.0,1200.0,1101.2
0,-31,12,12,7,1976.0,2656.0,680.0,1101.2
0,-30,11,11,5,1304.0,2544.0,1240.0,1101.2
0,-29,10,10,6,840.0,1368.0,528.0,835.0
0,-28,19,19,5,712.0,992.0,280.0,658.7
0,-27,14,14,9,736.0,920.0,184.0,658.7
0,-26,17,17,8,760.0,928.0,168.0,658.7
0,-25,30,37,5,736.0,912.0,176.0,658.7
0,-24,22,22,8,392.0,960.0,568.0,658.7
0,-23,25,26,8,400.0,800.0,400.0,658.7
0,-22,13,16,6,400.0,528.0,128.0,915.9
0,-21,3,147,3,400.0,536.0,136.0,1183.3
0,-20,4,5,3,384.0,688.0,304.0,568.8
0,-18,3,25,3,384.0,616.0,232.0,1101.2
0,-17,6,6,6,408.0,688.0,280.0,1326.5
0,-16,19,20,12,312.0,856.0,544.0,915.9
0,-15,31,32,13,400.0,952.0,552.0,915.9
0,-14,34,35,10,640.0,1880.0,1240.0,915.9
0,-13,10,14,7,1080.0,2392.0,1312.0,915.9
0,-12,9,21,3,1256.0,2392.0,1136.0,915.9
0,-11,9,59,5,1336.0,2216.0,880.0,915.9
0,-10,11,15,5,672.0,2032.0,1360.0,915.9
0,-9,1,18,1,464.0,1800.0,1336.0,835.0
0,-8,2,439,2,944.0,1840.0,896.0,560.2
0,-7,12,575,7,832.0,1776.0,944.0,915.9
0,-6,4,396,2,1032.0,1392.0,360.0,915.9
0,-5,6,420,2,880.0,1416.0,536.0,712.9
0,-4,6,296,3,536.0,1272.0,736.0,835.0
0,-3,15,17,5,0.0,736.0,736.0,915.9
0,-1,6,189,3,-200.0,672.0,872.0,915.9
1,0,12,211,4,-392.0,680.0,1072.0,915.9
1,1,6,161,2,-88.0,664.0,752.0,915.9
1,2,1,341,1,400.0,808.0,408.0,1326.5
1,3,3,217,3,288.0,856.0,568.0,712.9
1,4,11,102,8,424.0,856.0,432.0,835.0
1,5,11,26,6,-608.0,816.0,1424.0,915.9
1,7,9,12,6,0.0,960.0,960.0,915.9
1,8,10,12,7,-24.0,960.0,984.0,915.9
1,10,20,20,10,-200.0,648.0,848.0,915.9
1,11,18,53,5,16.0,848.0,832.0,915.9
1,12,18,24,5,384.0,992.0,608.0,915.9
1,13,16,30,8,432.0,1576.0,1144.0,1101.2
1,14,22,23,7,880.0,2128.0,1248.0,1101.2
1,15,20,21,8,1008.0,2160.0,1152.0,1101.2
1,16,22,23,12,576.0,1864.0,1288.0,1101.2
1,17,19,39,12,616.0,1768.0,1152.0,1101.2
1,18,5,7,2,384.0,2368.0,1984.0,915.9
1,19,4,47,4,984.0,1872.0,888.0,781.0
1,20,5,162,5,1296.0,1776.0,480.0,1101.2
1,21,5,6,2,560.0,1664.0,1104.0,835.0
1,23,5,7,4,-160.0,1672.0,1832.0,915.9
1,24,25,39,11,736.0,1872.0,1136.0,1183.3
1,25,1,3,1,1296.0,3792.0,2496.0,712.9
1,26,18,19,7,2504.0,4008.0,1504.0,915.9
1,27,2,5,2,2120.0,3536.0,1416.0,781.0
1,28,31,31,11,2264.0,3560.0,1296.0,915.9
1,29,42,42,13,2816.0,3984.0,1168.0,915.9
1,30,18,18,8,2640.0,4264.0,1624.0,915.9
1,31,21,21,8,3120.0,5544.0,2424.0,915.9
1,-41,3,3,2,2848.0,4280.0,1432.0,915.9
1,-40,10,10,6,2736.0,4384.0,1648.0,915.9
1,-39,4,4,4,1936.0,4232.0,2296.0,781.0
1,-37,7,7,5,288.0,2232.0,1944.0,915.9
1,-35,9,9,7,1856.0,3032.0,1176.0,1007.8
1,-34,11,11,8,1592.0,3080.0,1488.0,1101.2
1,-32,26,26,11,1616.0,2896.0,1280.0,915.9
1,-31,7,7,6,2368.0,2784.0,416.0,1007.8
1,-30,20,20,10,1248.0,2600.0,1352.0,1101.2
1,-29,14,14,7,712.0,1368.0,656.0,1101.2
1,-28,15,15,5,680.0,904.0,224.0,658.7
1,-27,23,23,11,552.0,888.0,336.0,658.7
1,-26,33,33,13,432.0,888.0,456.0,781.0
1,-25,46,46,13,424.0,848.0,424.0,781.0
1,-24,37,45,13,400.0,864.0,464.0,781.0
1,-23,13,13,5,384.0,544.0,160.0,658.7
1,-22,16,16,5,376.0,552.0,176.0,658.7
1,-21,7,8,5,392.0,560.0,168.0,915.9
1,-20,5,20,4,360.0,560.0,200.0,658.7
1,-19,2,120,2,272.0,536.0,264.0,536.0
1,-18,4,9,3,280.0,584.0,304.0,835.0
1,-17,6,10,5,344.0,720.0,376.0,781.0
1,-16,12,69,9,240.0,600.0,360.0,835.0
1,-15,22,25,9,368.0,952.0,584.0,915.9
1,-14,17,18,6,528.0,1080.0,552.0,1007.8
1,-13,35,36,10,720.0,1464.0,744.0,915.9
1,-12,5,86,2,968.0,1432.0,464.0,915.9
1,-11,1,57,1,1000.0,1776.0,776.0,915.9
1,-10,4,14,2,648.0,1728.0,1080.0,1007.8
1,-8,6,227,4,400.0,1624.0,1224.0,835.0
1,-7,8,354,6,1160.0,1656.0,496.0,1101.2
1,-6,2,380,2,792.0,1368.0,576.0,915.9
1,-5,2,485,1,440.0,1312.0,872.0,915.9
1,-4,1,438,1,720.0,1264.0,544.0,712.9
1,-3,18,90,6,16.0,888.0,872.0,915.9
1,-2,5,39,4,-984.0,576.0,1560.0,915.9
2,1,4,166,2,-112.0,560.0,672.0,915.9
2,2,2,413,2,296.0,736.0,440.0,645.1
2,3,5,264,5,392.0,952.0,560.0,1007.8
2,4,7,312,7,-336.0,776.0,1112.0,1326.5
2,5,2,75,2,-608.0,520.0,1128.0,712.9
2,6,10,26,7,-40.0,1000.0,1040.0,915.9
2,8,10,17,9,496.0,1448.0,952.0,1183.3
2,9,25,38,9,88.0,1080.0,992.0,1183.3
2,10,20,28,8,-128.0,1096.0,1224.0,915.9
2,11,15,24,8,112.0,1240.0,1128.0,915.9
2,12,26,29,3,480.0,1608.0,1128.0,915.9
2,13,24,24,9,848.0,1688.0,840.0,1101.2
2,14,6,461,5,968.0,1288.0,320.0,1101.2
2,15,29,56,11,864.0,1320.0,456.0,1101.2
2,16,20,22,10,176.0,1304.0,1128.0,1101.2
2,17,13,14,8,120.0,1160.0,1040.0,1101.2
2,19,11,27,4,816.0,1832.0,1016.0,915.9
2,20,15,116,8,1560.0,2056.0,496.0,915.9
2,21,12,14,5,896.0,2424.0,1528.0,915.9
2,22,22,22,5,1040.0,2440.0,1400.0,915.9
2,23,11,12,9,1000.0,1848.0,848.0,915.9
2,24,15,19,7,1104.0,2232.0,1128.0,915.9
2,25,14,18,9,1392.0,3096.0,1704.0,915.9
2,26,36,38,12,2520.0,3456.0,936.0,915.9
2,27,20,21,9,2112.0,3376.0,1264.0,915.9
2,28,19,19,10,1928.0,2968.0,1040.0,915.9
2,29,3,3,2,2472.0,3896.0,1424.0,915.9
2,30,8,8,6,3088.0,4216.0,1128.0,915.9
2,31,24,24,11,3472.0,5408.0,1936.0,915.9
2,-35,6,6,4,2312.0,3240.0,928.0,1007.8
2,-34,6,6,6,1776.0,2640.0,864.0,1101.2
2,-33,14,14,5,1232.0,1976.0,744.0,1007.8
2,-32,10,10,6,1440.0,2584.0,1144.0,1007.8
2,-31,9,9,5,2184.0,2656.0,472.0,1101.2
2,-30,13,13,6,1112.0,2408.0,1296.0,1101.2
2,-29,17,17,7,712.0,1288.0,576.0,1101.2
2,-28,18,18,5,496.0,896.0,400.0,658.7
2,-27,20,20,10,536.0,800.0,264.0,781.0
2,-26,21,21,8,400.0,640.0,240.0,781.0
2,-25,39,39,10,304.0,632.0,328.0,658.7
2,-24,35,35,10,352.0,664.0,312.0,658.7
2,-23,18,18,10,384.0,664.0,280.0,636.3
2,-22,14,14,9,384.0,640.0,256.0,658.7
2,-21,19,29,12,-96.0,896.0,992.0,781.0
2,-20,1,5,1,-104.0,624.0,728.0,536.0
2,-19,3,79,3,272.0,600.0,328.0,658.7
2,-18,2,18,1,272.0,576.0,304.0,835.0
2,-17,7,29,7,336.0,776.0,440.0,1326.5
2,-15,6,46,4,312.0,760.0,448.0,915.9
2,-14,21,23,6,536.0,1080.0,544.0,915.9
2,-13,16,19,4,696.0,1368.0,672.0,915.9
2,-12,16,18,9,944.0,1256.0,312.0,915.9
2,-11,21,23,11,1048.0,1416.0,368.0,1326.5
2,-10,1,4,1,968.0,1344.0,376.0,1007.8
2,-9,1,16,1,232.0,1120.0,888.0,463.9
2,-8,3,66,3,400.0,1200.0,800.0,835.0
2,-7,7,193,5,840.0,1568.0,728.0,835.0
2,-6,1,221,1,528.0,1280.0,752.0,560.2
2,-5,11,319,7,392.0,968.0,576.0,1326.5
2,-4,9,315,5,504.0,920.0,416.0,1101.2
2,-3,8,157,4,464.0,952.0,488.0,915.9
2,-2,15,76,6,-336.0,1016.0,1352.0,915.9
3,0,3,141,2,-232.0,880.0,1112.0,835.0
3,1,4,13,3,-352.0,632.0,984.0,835.0
3,2,7,245,6,504.0,1032.0,528.0,1101.2
3,3,7,376,5,648.0,1160.0,512.0,1101.2
3,4,2,159,2,-304.0,1056.0,1360.0,1326.5
3,5,3,4,3,-664.0,480.0,1144.0,835.0
3,6,12,31,7,288.0,1112.0,824.0,835.0
3,7,25,29,13,736.0,1640.0,904.0,1183.3
3,8,23,29,9,968.0,1688.0,720.0,915.9
3,9,1,30,1,944.0,1136.0,192.0,712.9
3,10,4,10,3,912.0,1184.0,272.0,915.9
3,11,15,24,8,1032.0,1296.0,264.0,915.9
3,12,17,29,8,1040.0,1608.0,568.0,915.9
3,13,8,70,5,1184.0,1720.0,536.0,1007.8
3,14,4,124,3,1160.0,1456.0,296.0,1101.2
3,15,6,185,3,1120.0,1536.0,416.0,1101.2
3,16,15,21,9,1080.0,1568.0,488.0,1101.2
3,17,14,16,5,1000.0,1912.0,912.0,1101.2
3,18,21,22,6,1000.0,2000.0,1000.0,915.9
3,19,31,34,8,1256.0,1952.0,696.0,915.9
3,20,26,28,10,1656.0,2568.0,912.0,915.9
3,21,29,40,6,1552.0,2672.0,1120.0,915.9
3,22,6,6,2,1400.0,2848.0,1448.0,835.0
3,23,8,9,3,992.0,2848.0,1856.0,915.9
3,24,6,7,2,1024.0,1896.0,872.0,835.0
3,25,13,16,6,1080.0,3112.0,2032.0,915.9
3,26,4,5,4,2136.0,3128.0,992.0,915.9
3,27,18,21,7,2136.0,3048.0,912.0,915.9
3,28,24,24,11,2192.0,3392.0,1200.0,915.9
3,29,33,33,12,2968.0,3840.0,872.0,915.9
3,30,11,11,9,3072.0,4224.0,1152.0,915.9
3,31,14,14,10,3504.0,5264.0,1760.0,1101.2
3,32,4,4,3,4544.0,5960.0,1416.0,1007.8
3,33,3,3,3,5512.0,7008.0,1496.0,915.9
3,34,3,3,3,6656.0,8560.0,1904.0,1326.5
3,35,11,11,9,7624.0,10064.0,2440.0,1007.8
3,36,1,1,1,9536.0,10960.0,1424.0,463.9
3,-39,11,11,6,2216.0,3840.0,1624.0,915.9
3,-36,7,7,6,2424.0,4056.0,1632.0,1007.8
3,-35,13,13,8,2520.0,3656.0,1136.0,915.9
3,-34,14,14,8,1960.0,2712.0,752.0,915.9
3,-32,4,4,4,1624.0,2472.0,848.0,915.9
3,-31,19,19,6,2272.0,2824.0,552.0,915.9
3,-30,15,15,6,1224.0,2808.0,1584.0,1101.2
3,-29,11,11,7,816.0,1624.0,808.0,1101.2
3,-28,14,14,5,480.0,1192.0,712.0,658.7
3,-27,28,28,12,488.0,672.0,184.0,781.0
