# ref base type part cellX cellY x y z rx ry rz scale tris bminx bminy bminz bmaxx bmaxy bmaxz model
0x0016CAE4 0x00035E47 STAT -1 5 -11 22207.934 -42188.406 945.573 0.000000 0.000000 3.124578 1.0000 2 22079.680 -42174.586 945.573 22335.643 -42170.230 1073.573 Architecture\Buildings\DecoKit\DecoMainA1x1Wall01Half01.nif
0x0016CAE5 0x00035E47 STAT -1 5 -11 22207.934 -42188.406 945.573 0.000000 0.000000 6.266172 1.0000 2 22080.225 -42206.582 945.573 22336.188 -42202.227 1073.573 Architecture\Buildings\DecoKit\DecoMainA1x1Wall01Half01.nif
0x0016CAE6 0x00035E47 STAT -1 5 -11 21951.975 -42192.770 945.573 0.000000 0.000000 3.124578 1.0000 2 21823.721 -42178.949 945.573 22079.684 -42174.594 1073.573 Architecture\Buildings\DecoKit\DecoMainA1x1Wall01Half01.nif
0x0016CAE7 0x00035E47 STAT -1 5 -11 21951.975 -42192.770 945.573 0.000000 0.000000 6.266172 1.0000 2 21824.266 -42210.945 945.573 22080.229 -42206.590 1073.573 Architecture\Buildings\DecoKit\DecoMainA1x1Wall01Half01.nif
0x0016CAE8 0x00035E47 STAT -1 5 -11 21696.014 -42197.137 945.573 0.000000 0.000000 3.124578 1.0000 2 21567.760 -42183.316 945.573 21823.723 -42178.961 1073.573 Architecture\Buildings\DecoKit\DecoMainA1x1Wall01Half01.nif
0x0016CAE9 0x00035E47 STAT -1 5 -11 21696.014 -42197.137 945.573 0.000000 0.000000 6.266172 1.0000 2 21568.305 -42215.313 945.573 21824.268 -42210.957 1073.573 Architecture\Buildings\DecoKit\DecoMainA1x1Wall01Half01.nif
0x0016CAEA 0x0002670B STAT -1 5 -11 23314.580 -43823.637 567.871 0.032792 -0.074693 2.106804 0.9400 1158 23267.965 -43880.188 546.790 23465.645 -43723.027 1321.656 SetDressing\TelephonePoleSet\TP_04.nif
0x0016CAF3 0x00034697 STAT -1 5 -11 22839.115 -42145.875 833.573 0.000000 0.000000 3.124578 1.0000 38 22710.316 -42148.055 1057.573 22967.098 -42095.703 1090.573 Architecture\Buildings\DecoKit\DecoRoofATrimA1x1Str01.nif
0x0016CAF5 0x0018481D STAT -1 5 -11 23121.410 -43677.098 929.573 0.000000 0.000000 6.266172 1.0000 12 22993.428 -43695.273 929.573 23249.664 -43674.922 1057.573 architecture\buildings\decokit\DecoMainA1x1Wall01Half01Full01.nif
0x0016CAF6 0x0018481D STAT -1 5 -11 23117.043 -43421.133 929.573 0.000000 0.000000 3.124578 1.0000 12 22988.789 -43423.309 929.573 23245.025 -43402.957 1057.573 architecture\buildings\decokit\DecoMainA1x1Wall01Half01Full01.nif
0x0016CAF8 0x00034697 STAT -1 5 -11 22865.439 -43681.441 833.573 0.000000 0.000000 6.266171 1.0000 38 22737.457 -43731.613 1057.573 22994.238 -43679.262 1090.573 Architecture\Buildings\DecoKit\DecoRoofATrimA1x1Str01.nif
0x0016CAF9 0x000301F2 STAT -1 5 -11 22863.264 -43553.469 1089.573 0.000000 0.000000 4.695376 1.0000 2 22733.105 -43683.629 1089.573 22993.422 -43423.309 1089.573 Architecture\Buildings\DecoKit\DecoRoof1x1Str01.nif
0x0016CAFA 0x000A129F STAT -1 5 -11 22858.900 -43297.508 1089.573 0.000000 0.000000 4.695376 1.0000 4 22728.742 -43427.668 1057.573 22989.059 -43167.348 1089.573 Architecture\Buildings\DecoKit\DecoRoof1x1Str01Full01.nif
0x0016CAFD 0x000A129F STAT -1 5 -11 22841.297 -42273.863 1089.573 0.000000 0.000000 4.695376 1.0000 4 22711.139 -42404.023 1057.573 22971.455 -42143.703 1089.573 Architecture\Buildings\DecoKit\DecoRoof1x1Str01Full01.nif
0x0016CAFE 0x00035E47 STAT -1 5 -11 22975.830 -42175.359 945.573 0.000000 0.000000 3.124578 1.0000 2 22847.576 -42161.539 945.573 23103.539 -42157.184 1073.573 Architecture\Buildings\DecoKit\DecoMainA1x1Wall01Half01.nif
0x0016CB01 0x00035E47 STAT -1 5 -11 22975.830 -42175.359 945.573 0.000000 0.000000 6.266172 1.0000 2 22848.121 -42193.535 945.573 23104.084 -42189.180 1073.573 Architecture\Buildings\DecoKit\DecoMainA1x1Wall01Half01.nif
0x0016CB02 0x00001E1B STAT -1 5 -11 23266.115 -43706.441 561.573 0.000000 0.000000 1.859787 1.0000 608 23189.250 -43955.762 497.573 23270.023 -43702.473 727.573 SetDressing\FencesGrates\FenceChainlink01.nif
0x0016CB03 0x000430B8 STAT -1 5 -11 23193.158 -43951.824 561.573 0.000000 0.000000 2.645185 1.0000 886 22964.010 -44077.336 497.573 23197.236 -43948.238 727.573 SetDressing\FencesGrates\FenceChainlinkDown64.nif
0x0016CB04 0x0002670B STAT -1 5 -11 22711.303 -41631.957 512.138 -0.079639 -0.095267 3.413758 0.9400 1158 22700.297 -41788.508 490.750 22837.117 -41587.215 1263.782 SetDressing\TelephonePoleSet\TP_04.nif
0x00185A40 0x000BFEA0 STAT -1 5 -11 23238.498 -43035.000 417.573 0.000000 0.000000 4.695376 1.0000 8 23236.320 -43162.980 417.573 23272.672 -42906.473 673.573 Architecture\Buildings\DecoKit\DecoBaseA1x1Wall01.nif
0x00185A43 0x000BFEA0 STAT -1 5 -11 22839.313 -42145.680 417.573 0.000000 0.000000 3.124579 1.0000 8 22710.787 -42147.855 417.573 22967.295 -42111.508 673.573 Architecture\Buildings\DecoKit\DecoBaseA1x1Wall01.nif
0x00185A44 0x000BFEA0 STAT -1 5 -11 22583.350 -42150.035 417.573 0.000000 0.000000 3.124579 1.0000 8 22454.824 -42152.211 417.573 22711.332 -42115.863 673.573 Architecture\Buildings\DecoKit\DecoBaseA1x1Wall01.nif
0x00185A45 0x000BFEA0 STAT -1 5 -11 22071.424 -42158.746 417.573 0.000000 0.000000 3.124579 1.0000 8 21942.898 -42160.922 417.573 22199.406 -42124.574 673.573 Architecture\Buildings\DecoKit\DecoBaseA1x1Wall01.nif
0x00185A46 0x000BFEA0 STAT -1 5 -11 22327.387 -42154.391 417.573 0.000000 0.000000 3.124579 1.0000 8 22198.861 -42156.566 417.573 22455.369 -42120.219 673.573 Architecture\Buildings\DecoKit\DecoBaseA1x1Wall01.nif
0x00185A47 0x000BFEA0 STAT -1 5 -11 21815.461 -42163.102 417.573 0.000000 0.000000 3.124579 1.0000 8 21686.936 -42165.277 417.573 21943.443 -42128.930 673.573 Architecture\Buildings\DecoKit\DecoBaseA1x1Wall01.nif
0x00185A48 0x001A8465 STAT -1 5 -11 23036.721 -42462.367 1089.573 0.000000 0.000000 1.553783 1.0000 2 22971.641 -42527.445 1089.573 23101.801 -42397.289 1089.573 Architecture\Buildings\DecoKit\DecoRoof1x1Str01Half01.nif
0x00185A4A 0x000A129F STAT -1 5 -11 22333.920 -42538.324 1089.573 0.000000 0.000000 4.695376 1.0000 4 22203.762 -42668.484 1057.573 22464.078 -42408.164 1089.573 Architecture\Buildings\DecoKit\DecoRoof1x1Str01Full01.nif
0x00185A4F 0x00034697 STAT -1 5 -11 20670.160 -42566.645 833.573 0.000000 0.000000 1.553782 1.0000 38 20619.990 -42695.441 1057.573 20672.338 -42438.664 1090.573 Architecture\Buildings\DecoKit\DecoRoofATrimA1x1Str01.nif
0x00185A50 0x00034697 STAT -1 5 -11 23229.588 -42523.285 833.573 0.000000 0.000000 4.695374 1.0000 38 23227.410 -42651.266 1057.573 23279.760 -42394.488 1090.573 Architecture\Buildings\DecoKit\DecoRoofATrimA1x1Str01.nif
0x00185A51 0x000A129F STAT -1 5 -11 21561.684 -42295.441 1089.573 0.000000 0.000000 4.695376 1.0000 4 21431.525 -42425.602 1057.573 21691.842 -42165.281 1089.573 Architecture\Buildings\DecoKit\DecoRoof1x1Str01Full01.nif
0x00185A52 0x000A129F STAT -1 5 -11 21566.031 -42551.410 1089.573 0.000000 0.000000 4.695376 1.0000 4 21435.873 -42681.570 1057.573 21696.189 -42421.250 1089.573 Architecture\Buildings\DecoKit\DecoRoof1x1Str01Full01.nif
0x00185A53 0x000A129F STAT -1 5 -11 21570.578 -42807.172 1089.573 0.000000 0.000000 4.695376 1.0000 4 21440.420 -42937.332 1057.573 21700.736 -42677.012 1089.573 Architecture\Buildings\DecoKit\DecoRoof1x1Str01Full01.nif
0x00185A54 0x000A129F STAT -1 5 -11 21574.932 -43063.141 1089.573 0.000000 0.000000 4.695376 1.0000 4 21444.773 -43193.301 1057.573 21705.090 -42932.980 1089.573 Architecture\Buildings\DecoKit\DecoRoof1x1Str01Full01.nif
0x00185A55 0x000A129F STAT -1 5 -11 21579.283 -43319.094 1089.573 0.000000 0.000000 4.695376 1.0000 4 21449.125 -43449.254 1057.573 21709.441 -43188.934 1089.573 Architecture\Buildings\DecoKit\DecoRoof1x1Str01Full01.nif
0x00185A56 0x000301F2 STAT -1 5 -11 21583.650 -43575.043 1089.573 0.000000 0.000000 4.695376 1.0000 2 21453.492 -43705.203 1089.573 21713.809 -43444.883 1089.573 Architecture\Buildings\DecoKit\DecoRoof1x1Str01.nif
0x00185A57 0x00034697 STAT -1 5 -11 21585.830 -43703.020 833.573 0.000000 0.000000 6.266171 1.0000 38 21457.848 -43753.191 1057.573 21714.629 -43700.840 1090.573 Architecture\Buildings\DecoKit\DecoRoofATrimA1x1Str01.nif
0x00185A58 0x00034697 STAT -1 5 -11 21559.496 -42167.461 833.573 0.000000 0.000000 3.124578 1.0000 38 21430.697 -42169.641 1057.573 21687.479 -42117.289 1090.573 Architecture\Buildings\DecoKit\DecoRoofATrimA1x1Str01.nif
0x00185A59 0x000A129F STAT -1 5 -11 21305.721 -42299.797 1089.573 0.000000 0.000000 4.695376 1.0000 4 21175.563 -42429.957 1057.573 21435.879 -42169.637 1089.573 Architecture\Buildings\DecoKit\DecoRoof1x1Str01Full01.nif
0x00185A5A 0x00034697 STAT -1 5 -11 21303.533 -42171.816 833.573 0.000000 0.000000 3.124578 1.0000 38 21174.734 -42173.996 1057.573 21431.516 -42121.645 1090.573 Architecture\Buildings\DecoKit\DecoRoofATrimA1x1Str01.nif
0x00185A5E 0x000A129F STAT -1 5 -11 21323.320 -43323.449 1089.573 0.000000 0.000000 4.695376 1.0000 4 21193.162 -43453.609 1057.573 21453.479 -43193.289 1089.573 Architecture\Buildings\DecoKit\DecoRoof1x1Str01Full01.nif
0x00185A5F 0x000301F2 STAT -1 5 -11 21327.688 -43579.398 1089.573 0.000000 0.000000 4.695376 1.0000 2 21197.529 -43709.559 1089.573 21457.846 -43449.238 1089.573 Architecture\Buildings\DecoKit\DecoRoof1x1Str01.nif
0x00185A60 0x00034697 STAT -1 5 -11 21329.867 -43707.375 833.573 0.000000 0.000000 6.266171 1.0000 38 21201.885 -43757.547 1057.573 21458.666 -43705.195 1090.573 Architecture\Buildings\DecoKit\DecoRoofATrimA1x1Str01.nif
0x00185A61 0x000A129F STAT -1 5 -11 21049.758 -42304.152 1089.573 0.000000 0.000000 4.695376 1.0000 4 20919.600 -42434.313 1057.573 21179.916 -42173.992 1089.573 Architecture\Buildings\DecoKit\DecoRoof1x1Str01Full01.nif
0x00185A62 0x00034697 STAT -1 5 -11 21047.570 -42176.172 833.573 0.000000 0.000000 3.124578 1.0000 38 20918.771 -42178.352 1057.573 21175.553 -42126.000 1090.573 Architecture\Buildings\DecoKit\DecoRoofATrimA1x1Str01.nif
0x00185A66 0x000A129F STAT -1 5 -11 21067.357 -43327.805 1089.573 0.000000 0.000000 4.695376 1.0000 4 20937.199 -43457.965 1057.573 21197.516 -43197.645 1089.573 Architecture\Buildings\DecoKit\DecoRoof1x1Str01Full01.nif
0x00185A67 0x000301F2 STAT -1 5 -11 21071.725 -43583.754 1089.573 0.000000 0.000000 4.695376 1.0000 2 20941.566 -43713.914 1089.573 21201.883 -43453.594 1089.573 Architecture\Buildings\DecoKit\DecoRoof1x1Str01.nif
0x00185A68 0x00034697 STAT -1 5 -11 21073.904 -43711.730 833.573 0.000000 0.000000 6.266171 1.0000 38 20945.922 -43761.902 1057.573 21202.703 -43709.551 1090.573 Architecture\Buildings\DecoKit\DecoRoofATrimA1x1Str01.nif
0x00185A69 0x00035E47 STAT -1 5 -11 21440.051 -42201.492 945.573 0.000000 0.000000 3.124578 1.0000 2 21311.797 -42187.672 945.573 21567.760 -42183.316 1073.573 Architecture\Buildings\DecoKit\DecoMainA1x1Wall01Half01.nif
0x00185A6A 0x00035E47 STAT -1 5 -11 21440.051 -42201.492 945.573 0.000000 0.000000 6.266172 1.0000 2 21312.342 -42219.668 945.573 21568.305 -42215.313 1073.573 Architecture\Buildings\DecoKit\DecoMainA1x1Wall01Half01.nif
0x00185A6B 0x00035E47 STAT -1 5 -11 21184.088 -42205.848 945.573 0.000000 0.000000 3.124578 1.0000 2 21055.834 -42192.027 945.573 21311.797 -42187.672 1073.573 Architecture\Buildings\DecoKit\DecoMainA1x1Wall01Half01.nif
0x00185A6C 0x00035E47 STAT -1 5 -11 21184.088 -42205.848 945.573 0.000000 0.000000 6.266172 1.0000 2 21056.379 -42224.023 945.573 21312.342 -42219.668 1073.573 Architecture\Buildings\DecoKit\DecoMainA1x1Wall01Half01.nif
0x00185A6D 0x0018481D STAT -1 5 -11 20928.125 -42210.203 945.573 0.000000 0.000000 3.124578 1.0000 12 20799.871 -42212.379 945.573 21056.107 -42192.027 1073.573 architecture\buildings\decokit\DecoMainA1x1Wall01Half01Full01.nif
0x00185A6E 0x0018481D STAT -1 5 -11 20928.125 -42210.203 945.573 0.000000 0.000000 6.266172 1.0000 12 20800.143 -42228.379 945.573 21056.379 -42208.027 1073.573 architecture\buildings\decokit\DecoMainA1x1Wall01Half01Full01.nif
0x00185A6F 0x000BFEA0 STAT -1 5 -11 20670.160 -42566.645 417.573 0.000000 0.000000 1.553783 1.0000 8 20635.986 -42695.172 417.573 20672.338 -42438.664 673.573 Architecture\Buildings\DecoKit\DecoBaseA1x1Wall01.nif
0x00185A70 0x000BFEA0 STAT -1 5 -11 22865.445 -43681.457 417.573 0.000000 0.000000 6.266171 1.0000 8 22737.463 -43715.629 417.573 22993.971 -43679.281 673.573 Architecture\Buildings\DecoKit\DecoBaseA1x1Wall01.nif
0x00185A71 0x000FCE4D STAT -1 5 -11 21073.891 -43711.727 929.573 0.000000 0.000000 6.266172 1.0000 12 20945.908 -43729.902 929.573 21202.145 -43709.551 1185.573 Architecture\Buildings\DecoKit\DecoMainA1x1Wall01Full01.nif
0x00185A72 0x000FCE4D STAT -1 5 -11 20817.926 -43716.094 929.573 0.000000 0.000000 6.266172 1.0000 12 20689.943 -43734.270 929.573 20946.180 -43713.918 1185.573 Architecture\Buildings\DecoKit\DecoMainA1x1Wall01Full01.nif
0x00185A73 0x000FCE4D STAT -1 5 -11 21329.859 -43707.383 929.573 0.000000 0.000000 6.266172 1.0000 12 21201.877 -43725.559 929.573 21458.113 -43705.207 1185.573 Architecture\Buildings\DecoKit\DecoMainA1x1Wall01Full01.nif
0x00185A74 0x000FCE4D STAT -1 5 -11 20687.764 -43590.285 929.573 0.000000 0.000000 1.553784 1.0000 12 20669.588 -43718.539 929.573 20689.941 -43462.305 1185.573 Architecture\Buildings\DecoKit\DecoMainA1x1Wall01Full01.nif
0x00185A75 0x000FCE4D STAT -1 5 -11 20813.566 -43460.125 929.573 0.000000 0.000000 3.124578 1.0000 12 20685.313 -43462.301 929.573 20941.549 -43441.949 1185.573 Architecture\Buildings\DecoKit\DecoMainA1x1Wall01Full01.nif
0x00185A76 0x000FCE4D STAT -1 5 -11 21069.531 -43455.770 929.573 0.000000 0.000000 3.124578 1.0000 12 20941.277 -43457.945 929.573 21197.514 -43437.594 1185.573 Architecture\Buildings\DecoKit\DecoMainA1x1Wall01Full01.nif
0x00185A77 0x000FCE4D STAT -1 5 -11 21325.496 -43451.410 929.573 0.000000 0.000000 3.124578 1.0000 12 21197.242 -43453.586 929.573 21453.479 -43433.234 1185.573 Architecture\Buildings\DecoKit\DecoMainA1x1Wall01Full01.nif
0x00185A79 0x00030F8E STAT -1 5 -11 21172.186 -41614.949 682.424 0.000000 0.000000 3.083195 1.0000 117 20966.953 -41732.289 618.799 21179.506 -41538.023 682.424 Landscape\Sidewalks\SWEndCap01b.nif
0x00185A7A 0x00030F8E STAT -1 5 -11 21957.662 -42086.465 672.271 0.000000 0.000000 6.259789 1.0000 117 21953.889 -42167.703 608.646 22163.063 -41974.113 672.271 Landscape\Sidewalks\SWEndCap01b.nif
0x00185A7B 0x00030F3F STAT -1 5 -11 21619.422 -41588.801 682.424 0.000000 0.000000 6.224788 1.0000 151 21296.232 -41710.672 664.267 21946.297 -41506.234 683.483 Landscape\Sidewalks\SWCurb5x1Str01.nif
0x00185A7C 0x00030F3F STAT -1 5 -11 21509.779 -42096.980 672.271 0.000000 0.000000 3.118195 1.0000 151 21185.992 -42168.449 654.115 21831.189 -41986.035 673.331 Landscape\Sidewalks\SWCurb5x1Str01.nif
0x00185A7D 0x0002FFDF STAT -1 5 -11 21893.674 -42088.000 672.271 0.000000 0.000000 3.118195 1.0000 32 21825.941 -42153.480 654.287 21959.154 -41983.016 672.271 Landscape\Sidewalks\SWCurb1x1Str02.nif
0x00185A7E 0x0002FFDF STAT -1 5 -11 21236.076 -41611.215 682.424 0.000000 0.000000 6.224788 1.0000 32 21168.449 -41718.219 664.439 21307.264 -41543.590 682.424 Landscape\Sidewalks\SWCurb1x1Str02.nif
0x00185A80 0x00030FBC STAT -1 5 -11 21189.865 -42104.477 672.271 0.000000 0.000000 6.259789 1.0000 129 20976.035 -42172.664 598.584 21191.363 -42001.020 672.271 Landscape\Sidewalks\SWEndCap01a.nif
0x00185A81 0x00030FBC STAT -1 5 -11 21938.877 -41570.121 682.424 0.000000 0.000000 3.083195 1.0000 129 21935.143 -41673.320 608.736 22153.357 -41496.117 682.424 Landscape\Sidewalks\SWEndCap01a.nif
0x00185A83 0x00030F8E STAT -1 5 -11 21045.637 -42105.008 662.262 -0.007573 -0.024992 6.247796 1.0000 117 21040.248 -42184.328 595.054 21249.346 -41990.430 661.721 Landscape\Sidewalks\SWEndCap01b.nif
0x00185A84 0x00030F3F STAT -1 5 -11 20565.219 -41650.484 686.936 -0.006998 -0.024999 6.224788 1.0000 151 20241.730 -41772.297 660.975 20891.846 -41567.750 695.378 Landscape\Sidewalks\SWCurb5x1Str01.nif
0x00185A86 0x0002FFDF STAT -1 5 -11 20981.697 -42107.281 663.843 -0.007573 -0.024992 3.106203 1.0000 32 20912.393 -42173.516 645.023 21047.900 -42001.445 664.883 Landscape\Sidewalks\SWCurb1x1Str02.nif
0x00185A8A 0x00030FBC STAT -1 5 -11 20884.572 -41631.762 693.278 0.000000 -0.024999 3.083195 1.0000 129 20880.438 -41734.961 617.934 21097.270 -41557.758 693.371 Landscape\Sidewalks\SWEndCap01a.nif
0x00185A85 0x00030F3F STAT -1 5 -11 20598.057 -42120.953 673.330 -0.007573 -0.024992 3.106203 1.0000 151 20272.838 -42196.293 648.888 20920.021 -42006.070 682.950 Landscape\Sidewalks\SWCurb5x1Str01.nif
0x00185A8B 0x00051488 STAT -1 5 -11 23119.221 -43549.121 673.573 0.000000 0.000000 4.695376 1.0000 134 23245.025 -43674.926 673.573 23273.377 -43418.555 929.573 Architecture\Buildings\DecoKit\DecoLobbyB1x1Win02Full01.nif
0x00185A8E 0x00051487 STAT -1 5 -11 23114.457 -43269.164 673.573 0.000000 0.000000 6.266172 1.0000 18 22988.652 -43423.320 673.573 23245.023 -43394.969 929.573 Architecture\Buildings\DecoKit\DecoLobbyB1x1Wall02Full01.nif
0x00185A8F 0x00107E4B STAT -1 5 -11 22858.494 -43273.520 673.573 0.000000 0.000000 6.266172 1.0000 100 22732.689 -43427.676 673.573 22989.061 -43399.324 929.573 Architecture\Buildings\DecoKit\DecoLobbyB1x1DoorSingle01Full01.nif
0x00185A90 0x00051487 STAT -1 5 -11 22346.568 -43282.230 673.573 0.000000 0.000000 6.266172 1.0000 18 22220.764 -43436.387 673.573 22477.135 -43408.035 929.573 Architecture\Buildings\DecoKit\DecoLobbyB1x1Wall02Full01.nif
0x00185A91 0x00051487 STAT -1 5 -11 21322.711 -43299.672 673.573 0.000000 0.000000 6.266172 1.0000 18 21196.906 -43453.828 673.573 21453.277 -43425.477 929.573 Architecture\Buildings\DecoKit\DecoLobbyB1x1Wall02Full01.nif
0x00185A92 0x00051487 STAT -1 5 -11 21834.643 -43290.941 673.573 0.000000 0.000000 6.266172 1.0000 18 21708.838 -43445.098 673.573 21965.209 -43416.746 929.573 Architecture\Buildings\DecoKit\DecoLobbyB1x1Wall02Full01.nif
0x00185A94 0x00051487 STAT -1 5 -11 20810.791 -43308.359 673.573 0.000000 0.000000 6.266172 1.0000 18 20684.986 -43462.516 673.573 20941.357 -43434.164 929.573 Architecture\Buildings\DecoKit\DecoLobbyB1x1Wall02Full01.nif
0x00185A95 0x00107E4B STAT -1 5 -11 21066.754 -43304.008 673.573 0.000000 0.000000 6.266172 1.0000 100 20940.949 -43458.164 673.573 21197.320 -43429.813 929.573 Architecture\Buildings\DecoKit\DecoLobbyB1x1DoorSingle01Full01.nif
0x00185A96 0x0018481D STAT -1 5 -11 23247.201 -43546.941 929.573 0.000000 0.000000 4.695375 1.0000 12 23245.023 -43674.922 929.573 23265.377 -43418.688 1057.573 architecture\buildings\decokit\DecoMainA1x1Wall01Half01Full01.nif
0x00185A97 0x002041B8 STAT -1 5 -11 21503.578 -42408.379 683.004 0.000000 0.000000 3.024579 1.0000 29100 20975.766 -42585.754 666.316 21971.414 -42212.434 955.754 Vehicles\Automotive\Bus01.nif
0x00185A99 0x00051487 STAT -1 5 -11 20815.555 -43588.320 673.573 0.000000 0.000000 6.266172 1.0000 18 20689.750 -43742.477 673.573 20946.121 -43714.125 929.573 Architecture\Buildings\DecoKit\DecoLobbyB1x1Wall02Full01.nif
0x00185A9A 0x00051488 STAT -1 5 -11 21071.518 -43583.965 673.573 0.000000 0.000000 6.266172 1.0000 134 20945.713 -43738.121 673.573 21202.084 -43709.770 929.573 Architecture\Buildings\DecoKit\DecoLobbyB1x1Win02Full01.nif
0x00185A9B 0x00051487 STAT -1 5 -11 21327.480 -43579.609 673.573 0.000000 0.000000 6.266172 1.0000 18 21201.676 -43733.766 673.573 21458.047 -43705.414 929.573 Architecture\Buildings\DecoKit\DecoLobbyB1x1Wall02Full01.nif
0x00185A9C 0x00051488 STAT -1 5 -11 21583.443 -43575.254 673.573 0.000000 0.000000 6.266172 1.0000 134 21457.639 -43729.410 673.573 21714.010 -43701.059 929.573 Architecture\Buildings\DecoKit\DecoLobbyB1x1Win02Full01.nif
0x00185A9E 0x00051488 STAT -1 5 -11 22607.295 -43557.836 673.573 0.000000 0.000000 6.266172 1.0000 134 22481.490 -43711.992 673.573 22737.861 -43683.641 929.573 Architecture\Buildings\DecoKit\DecoLobbyB1x1Win02Full01.nif
0x00185A9F 0x00051487 STAT -1 5 -11 22351.332 -43562.188 673.573 0.000000 0.000000 6.266172 1.0000 18 22225.527 -43716.344 673.573 22481.898 -43687.992 929.573 Architecture\Buildings\DecoKit\DecoLobbyB1x1Wall02Full01.nif
0x00185AA0 0x00051488 STAT -1 5 -11 22095.369 -43566.543 673.573 0.000000 0.000000 6.266172 1.0000 134 21969.564 -43720.699 673.573 22225.936 -43692.348 929.573 Architecture\Buildings\DecoKit\DecoLobbyB1x1Win02Full01.nif
0x00185AA1 0x00051487 STAT -1 5 -11 21839.406 -43570.902 673.573 0.000000 0.000000 6.266172 1.0000 18 21713.602 -43725.059 673.573 21969.973 -43696.707 929.573 Architecture\Buildings\DecoKit\DecoLobbyB1x1Wall02Full01.nif
0x00185AA2 0x00051488 STAT -1 5 -11 23119.221 -43549.121 673.573 0.000000 0.000000 6.266172 1.0000 134 22993.416 -43703.277 673.573 23249.787 -43674.926 929.573 Architecture\Buildings\DecoKit\DecoLobbyB1x1Win02Full01.nif
0x00185AA3 0x00051487 STAT -1 5 -11 22863.258 -43553.480 673.573 0.000000 0.000000 6.266172 1.0000 18 22737.453 -43707.637 673.573 22993.824 -43679.285 929.573 Architecture\Buildings\DecoKit\DecoLobbyB1x1Wall02Full01.nif
0x00185AA4 0x00030E21 STAT -1 5 -11 22975.967 -42183.359 673.573 0.000000 0.000000 3.124580 1.0000 40 22847.555 -42184.203 673.573 23103.926 -42155.855 929.573 Architecture\Buildings\DecoKit\DecoLobbyB1x1Wall03.nif
0x00185AAC 0x00051488 STAT -1 5 -11 20535.594 -43593.086 673.573 0.000000 0.000000 4.695376 1.0000 134 20661.398 -43718.891 673.573 20689.750 -43462.520 929.573 Architecture\Buildings\DecoKit\DecoLobbyB1x1Win02Full01.nif
0x00185AAD 0x00057D37 STAT -1 5 -11 22863.063 -43553.660 1073.573 0.000000 0.000000 3.124579 1.0000 36 22732.904 -43683.820 1041.573 22993.221 -43423.500 1073.573 Architecture\Buildings\Shell\BldgShellFloorConcrete01Full.nif
0x00185AAE 0x00057D37 STAT -1 5 -11 23119.033 -43549.324 1073.573 0.000000 0.000000 3.124579 1.0000 36 22988.875 -43679.484 1041.573 23249.191 -43419.164 1073.573 Architecture\Buildings\Shell\BldgShellFloorConcrete01Full.nif
